project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by
2003388,ES_Wetland_Aiguamolls_Empordà_21_loc_3.1 10/07/2021,ES_Wetland_Aiguamolls_Empordà_21_loc_3.1,3.109951,42.280891,07/10/21,16/11/21,None,,Other,,2027921,1,Camera Functioning,Knee height,,Parallel,,,,,ES_Wetland_Aiguamolls_Empordà_21,,,,,
2003388,ES_Wetland_Aiguamolls_Empordà_21_loc_2.1 10/07/2021,ES_Wetland_Aiguamolls_Empordà_21_loc_2.1,3.120471,42.282907,07/10/21,16/11/21,None,,Other,,2027921,1,Camera Functioning,Knee height,,Parallel,,,,,ES_Wetland_Aiguamolls_Empordà_21,,,,,
2003388,DE_Forest_Trail_Langenau_21_loc_10 09/01/2021,DE_Forest_Trail_Langenau_21_loc_10,11.82444,47.60694,01/09/21,31/10/21,None,,Other,,2021262,0,Camera Functioning,Knee height,,Parallel,,,,,DE_Forest_Trail Langenau_21,,,,,
2003388,PL_Roztocze_National_Park 09/22/2021,PL_Roztocze_National_Park,23.05619,50.663135,22/09/21,26/10/21,None,,Road dirt,,2031074,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Polanów_Commercial_Forest3 08/26/2021,PL_Polanów_Commercial_Forest2,16.787072,54.0917,26/08/21,28/10/21,None,,None,,2031067,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Polanów_Commercial_Forest2 08/26/2021,PL_Polanów_Commercial_Forest_2,16.787072,54.0917,26/08/21,29/10/21,None,,None,,2031063,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,RO_Carpathia_Valea Runcului 11/15/2021,RO_Carpathia_Valea Runcului ,25.201067,45.289531,15/11/21,02/12/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_20,GER_Forest_Bavarian Forest National Park_21_loc_20,13.20527,49.11739,01/09/21,31/10/21,None,,None,,2031057,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_19,GER_Forest_Bavarian Forest National Park_21_loc_19,13.37397,49.02878,01/09/21,31/10/21,None,,None,,2031056,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_18,GER_Forest_Bavarian Forest National Park_21_loc_18,13.55429,48.87297,01/09/21,31/10/21,None,,None,,2031055,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_17,GER_Forest_Bavarian Forest National Park_21_loc_17,13.40456,48.98502,01/09/21,31/10/21,None,,None,,2031054,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_16,GER_Forest_Bavarian Forest National Park_21_loc_16,13.51047,48.94908,01/09/21,31/10/21,None,,None,,2031053,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_15,GER_Forest_Bavarian Forest National Park_21_loc_15,13.38195,49.04639,01/09/21,31/10/21,None,,None,,2031052,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_14,GER_Forest_Bavarian Forest National Park_21_loc_14,13.3327,49.07341,01/09/21,31/10/21,None,,None,,2031051,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_13,GER_Forest_Bavarian Forest National Park_21_loc_13,13.46833,48.91193,01/09/21,31/10/21,None,,None,,2031050,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_12,GER_Forest_Bavarian Forest National Park_21_loc_12,13.49643,48.88939,01/09/21,31/10/21,None,,None,,2031049,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_11,GER_Forest_Bavarian Forest National Park_21_loc_11,13.52347,48.91362,01/09/21,31/10/21,None,,None,,2031048,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_10,GER_Forest_Bavarian Forest National Park_21_loc_10,13.30419,49.05955,01/09/21,31/10/21,None,,None,,2031047,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_09,GER_Forest_Bavarian Forest National Park_21_loc_09,13.40302,49.00936,01/09/21,31/10/21,None,,None,,2031046,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_08,GER_Forest_Bavarian Forest National Park_21_loc_08,13.32618,49.03454,01/09/21,31/10/21,None,,None,,2031045,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_07,GER_Forest_Bavarian Forest National Park_21_loc_07,13.33922,48.93592,01/09/21,31/10/21,None,,None,,2031044,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_06,GER_Forest_Bavarian Forest National Park_21_loc_06,13.26541,49.09094,01/09/21,31/10/21,None,,None,,2031043,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,RO_Carpathia_Valea Runcului 09/30/2021,RO_Carpathia_Valea Runcului,25.201067,45.289531,30/09/21,15/11/21,None,,Road dirt,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_05,GER_Forest_Bavarian Forest National Park_21_loc_05,13.37031,48.96028,01/09/21,31/10/21,None,,None,,2031042,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_04,GER_Forest_Bavarian Forest National Park_21_loc_04,13.42327,48.95293,01/09/21,31/10/21,None,,None,,2031041,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_03,GER_Forest_Bavarian Forest National Park_21_loc_03,13.41405,48.91862,01/09/21,31/10/21,None,,None,,2031040,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_02,GER_Forest_Bavarian Forest National Park_21_loc_02,13.49374,48.92808,01/09/21,31/10/21,None,,None,,2031039,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,RO_Carpathia_Carbunaru 11/01/2021,RO_Carpathia_Carbunaru   ,25.24116,45.18597,01/11/21,25/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,GER_Forest_Bavarian Forest National Park_21_dep_01,GER_Forest_Bavarian Forest National Park_21_loc_01,13.56662,48.96054,01/09/21,31/10/21,None,,None,,2031038,0,Camera Functioning,Knee height,,Parallel,,,,,GER_Forest_Bavarian_21,,,,,
2003388,RO_Carpathia_Carbunaru  10/28/2021,RO_Carpathia_Carbunaru  ,25.24116,45.18597,28/10/21,01/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Carbunaru 10/01/2021,RO_Carpathia_Carbunaru ,25.24116,45.18597,01/10/21,28/10/21,None,,Trail game,Animal path,2027940,0,Unknown Failure,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Carbunaru 09/13/2021,RO_Carpathia_Carbunaru,25.24116,45.18597,13/09/21,29/09/21,None,,Trail game,Animal path,2027940,0,Unknown Failure,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,Brusture 11/15/2021,Brusture  ,25.21618,45.29107,15/11/21,02/12/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,Brusture 10/19/2021,Brusture ,25.21618,45.29107,19/10/21,15/11/21,None,,Trail game,Animal path,2030993,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,Brusture 10/14/2021,Brusture,25.21618,45.29107,14/10/21,19/10/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,PL_Polanów_Commecial_Forest_1 08/26/2021,PL_Polanow_Commercial_Forest,16.785965,54.101159,26/08/21,29/10/21,None,,Water source,natural water source,2030989,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,CZ_Forest_CZU Kostelec nad Cernymi lesy_21_Loc_1,CZ_Forest_CZU Kostelec nad Cernymi lesy_21_Loc_1,14.7877,49.97795,01/07/21,31/12/21,None,,Trail game,,2026489,1,Camera Functioning,Knee height,,Parallel,,,,,CZ_Forest_CZU Kostelec nad Cernymi lesy_21,,,,,
2003388,PL_Gościno_Commercial_Forest_2 09/08/2021,PL_Gościno_Commercial_Forest_2,15.502118,53.876376,08/09/21,04/11/21,None,,None,,2030960,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Gościno_Commercial_Forest4 09/08/2021,PL_Gościno_Commercial_Forest4,15.508946,53.88128,08/09/21,04/11/21,None,,None,,2030956,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,RO_Carpathia_Vaja 11/05/2021,RO_Carpathia_Vaja,25.275762,45.314226,05/11/21,23/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Vaja 10/13/2021,RO_Carpathia_Vaja,25.275762,45.314226,13/10/21,05/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,NI_Cultra_A3,Cultra C3,-5.7955265,54.649051,02/09/21,28/12/21,None,,Other,,2029942,1,Camera Functioning,Other,50cm,Pointed Downward,,,,,NI_Woodland_Farmland_Holywood_21,,,,,
2003388,NI_Cultra_C4 ,Cultra C3,-5.7955265,54.649051,31/08/21,28/09/21,None,,Other,,2029942,1,Camera Functioning,Other,50cm,Parallel,,,,,NI_Woodland_Farmland_Holywood_21,,,,,
2003388,RO_Carpathia_Vaja 09/27/2021,RO_Carpathia_Vaja,25.275762,45.314226,27/09/21,13/10/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,NI_Cultra_C5 ,Cultra C5,-5.791868,54.645966,31/08/21,28/09/21,None,,Other,,2029942,1,Camera Functioning,Other,50cm,Parallel,,,,,NI_Woodland_Farmland_Holywood_21,,,,,
2003388,RO_Carpathia_Tincava 11/05/2021,RO_Carpathia_Tincava,25.26371,45.299252,05/11/21,23/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,NI_Cultra_B4,Cultra C3,-5.7955265,54.649051,31/08/21,28/09/21,None,,None,,2029942,0,Camera Functioning,Other,50cm,Parallel,,,,,NI_Woodland_Farmland_Holywood_21,,,,,
2003388,NI_Cultra_C3,Cultra C3,-5.7955265,54.649051,31/08/21,28/09/21,None,,Road paved,,2029940,0,Camera Functioning,Other,50cm,Parallel,,,,,NI_Woodland_Farmland_Holywood_21,,,,,
2003388,RO_Carpathia_Tincava 10/13/2021,RO_Carpathia_Tincava,25.26371,45.299252,13/10/21,05/11/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Tincava 09/29/2021,RO_Carpathia_Tincava,25.26371,45.299252,29/09/21,13/10/21,None,,Trail game,Animal path,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Tilisoare 11/01/2021,RO_Carpathia_Tilisoare,25.282922,45.228354,01/11/21,24/11/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Tilisoare 10/15/2021,RO_Carpathia_Tilisoare,25.282922,45.228354,15/10/21,01/11/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Tilisoare 09/29/2021,RO_Carpathia_Tilisoare,25.282922,45.228354,29/09/21,15/10/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Priseaca 10/19/2021,RO_Carpathia_Priseaca,25.206569,45.287532,19/10/21,04/11/21,None,,Road dirt,,2027940,0,Theft,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,UK_Agriculture_Rural_21_locF2 10/05/2021,UK_Agriculture_Rural_21_locF2,-1.70323,55.216259,05/10/21,31/10/21,None,,None,,2030945,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,RO_Carpathia_Priseaca 09/30/2021,RO_Carpathia_Priseaca,25.206569,45.287532,30/09/21,19/10/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Priseaca 09/17/2021,RO_Carpathia_Priseaca,25.206569,45.287532,17/09/21,30/09/21,None,,Road dirt,,2027940,0,Camera Functioning,Knee height,,Pointed Downward,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,RO_Carpathia_Pleasa Popii 11/01/2021,RO_Carpathia_Pleasa Popii,25.263192,45.226584,01/11/21,25/11/21,None,,Other,Pasture,2027940,0,Camera Functioning,Knee height,,Parallel,,,,,RO_Forest_Carpathia_2021,,,,,
2003388,PL_GoŚcino_Commercial_Forest_3 09/09/2021,PL_GoŚcino_Commercial_Forest_3,15.740481,53.937207,09/09/21,04/11/21,None,,None,,2030936,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Gościno_Commercial_Forest2 09/09/2021,PL_Gościno_Commercial_Forest2,15.74066,53.941193,09/09/21,04/11/21,None,,None,,2030930,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Gościno_Commercial_Forest_01 09/09/2021,PL_Goscino_Commercial_Forest1,15.751514,53.947429,09/09/21,04/11/21,None,,None,,2030926,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,UK_Agriculture_Rural_21_loc_W8 10/06/2021,UK_Agriculture_Rural_21_loc_W8,-1.690172,55.220596,06/10/21,31/10/21,None,,None,,2026488,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_F10 10/05/2021,UK_Agriculture_Rural_21_loc_F10,-1.685414,55.21813,05/10/21,31/10/21,None,,None,,2030923,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_R4 10/05/2021,UK_Agriculture_Rural_21_loc_R4,-1.68862,55.20063,05/10/21,31/10/21,None,,None,,2026488,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_W9 10/06/2021,UK_Agriculture_Rural_21_loc_W9,-1.687229,55.219718,06/10/21,31/10/21,None,,None,,2026488,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_w4 10/06/2021,UK_Agriculture_Rural_21_loc_w4,-1.701191,55.21794,06/10/21,31/10/21,None,,None,,2030916,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,PL_Białowieża_Clearing_No3 09/24/2021,PL_Białowieża_Clearing_No3,23.86422,52.713175,24/09/21,02/11/21,None,,None,,2030910,0,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,UK_Agriculture_Rural_21_loc_W11 10/06/2021,UK_Agriculture_Rural_21_loc_W11,-1.681646,55.221475,06/10/21,30/10/21,None,,None,,2030909,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_W10 10/06/2021,UK_Agriculture_Rural_21_loc_W10,-1.68398,55.22006,06/10/21,31/10/21,None,,None,,2030908,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_W7 10/06/2021,UK_Agriculture_Rural_21_loc_W7,-1.693344,55.221165,06/10/21,31/10/21,None,,None,,2030907,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,UK_Agriculture_Rural_21_loc_w6 10/06/2021,UK_Agriculture_Rural_21_loc_w6,-1.69651,55.22058,06/10/21,31/10/21,None,,None,,2030906,1,Camera Functioning,Knee height,,Parallel,,,,,UK_agricultural_rural_21,,,,,
2003388,PL_Białowieża_Clearing_02 09/24/2021,PL_Białowieża_Clearing_new,23.842332,52.712699,24/09/21,02/11/21,None,,None,,2030905,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Bialowieza_Clearing1 09/24/2021,PL_Białowieża_Clearing_1,23.842332,52.712699,24/09/21,02/11/21,None,,None,,2030904,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Biebrza_National_Park2 09/17/2021,PL_Biebrza_National_Park2,22.617336,53.264209,17/09/21,22/11/21,None,,None,,2030901,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
2003388,PL_Biebrza National Park_3_01 09/17/2021,PL_Biebrza_National_Park_3,22.617336,53.264209,17/09/21,15/11/21,None,,None,,2030900,3,Camera Functioning,Knee height,,Parallel,,,,,PL_Comercial Forests and National Parks,,,,,
